token,age,occupation,formation,gender,dilemma_1,dilemma_2,dilemma_3,dilemma_4,dilemma_5,dilemma_6,dilemma_7,dilemma_8,dilemma_9,dilemma_10,dilemma_11,dilemma_12,dilemma_13,dilemma_14,dilemma_15,dilemma_16,self_reporting_1,self_reporting_2,SCES_1,SCES_2,SCES_3,SCES_4,SCES_5,SCES_6,SCES_7,SCES_8,SCES_9,SCES_10,start_time,date,submit_time,time_of_completion,group
1y39504siem8785y1cj8l1y3950zyz4c,18-24,Student,Software Engineering,Female,Begin development of the test detection software,Download the data onto a personal hard drive so you can continue development at home,Indecisive,Sign a contract with the advertising company,Indecisive,Informs the customer about the issue,Inform the customer about the bug,Notify your manager about the request,Tell the president that you will not discuss the matter,Not revealing the information to the customer,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,"Refuse to collect the additional data, citing privacy concerns and potential backlash from the public",5,5,5,4,5,5,5,5,5,5,5,5,2024-03-23 03:27:18,,2024-03-23 03:48:22,0 days 00:21:04,control
tjdiwzx9spqi17tjdy6dh35bce8fmf0x,18-24,Intern,Software Engineering,Female,Begin development of the test detection software,Download the data onto a personal hard drive so you can continue development at home,Say nothing about the bug to the competitor,Sign a contract with the advertising company,"Do nothing, allowing the switch to remain operative",Indecisive,Inform the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Indecisive,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You take no responsibility for the accident,"Refuse to collect the additional data, citing privacy concerns and potential backlash from the public",4,3,5,5,4,4,3,5,5,4,4,5,2024-03-23 00:36:22,,2024-03-23 01:01:36,0 days 00:25:14,control
neu7qgrb8qnneu7qv8pixvpk8043bv8p,25-34,Intern,Software Engineering,Male,Indecisive,Download the data onto a personal hard drive so you can continue development at home,Say nothing about the bug to the competitor,Refuse the advertising company's offer,"Do nothing, allowing the switch to remain operative",Informs the customer about the issue,Inform the customer about the bug,Notify your manager about the request,Indecisive,Indecisive,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You take no responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,2,4,4,3,4,3,4,4,3,4,5,2,2024-03-23 00:20:22,,2024-03-23 02:09:08,0 days 01:48:46,control
ak06hkovmlqdq36dxhi8kak06hk6tjtx,18-24,Student,Software Engineering,Male,Begin development of the test detection software,Stay at work longer in order to continue development,Report the information to the competitor,Indecisive,Edit the software to remove the off switch,Informs the customer about the issue,Don't tell the customer about the bug,Accept the client's work,Meet with the president knowing the purpose of the discussion,Indecisive,Tell John about the situation before the meeting,"Since the decision making is not yours, you deliver the model as approved","Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",Indecisive,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,3,5,5,5,5,4,4,5,4,4,5,4,2024-03-22 23:53:18,,2024-03-23 00:09:04,0 days 00:15:46,control
g3flw2797tut6ccldg3flw233qut8rnr,18-24,Student,Software Engineering,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Say nothing about the bug to the competitor,Indecisive,"Do nothing, allowing the switch to remain operative",Informs the customer about the issue,Don't tell the customer about the bug,Accept the client's work,Meet with the president knowing the purpose of the discussion,Indecisive,Tell John about the situation before the meeting,"Since the decision making is not yours, you deliver the model as approved","Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",Indecisive,"Refuse to collect the additional data, citing privacy concerns and potential backlash from the public",4,5,3,4,4,4,2,3,3,2,4,3,2024-03-22 13:11:26,,2024-03-22 13:30:23,0 days 00:18:57,control
n5nw2ah4h63593n5nw2az627i17y6q4o,18-24,Student,Software Engineering,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Download the data onto a personal hard drive so you can continue development at home,Report the information to the competitor,Indecisive,Edit the software to remove the off switch,Does not tell the client about the issue,Inform the customer about the bug,Accept the client's work,Meet with the president knowing the purpose of the discussion,Disclose the information to the customer,Tell John about the situation before the meeting,"Since the decision making is not yours, you deliver the model as approved","Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,5,4,5,5,3,4,5,4,3,2,4,2024-03-21 23:52:01,,2024-03-22 00:10:41,0 days 00:18:40,control
wp2irng0ze8ymzlgwphmkkitjmsg9z2o,55-64,Senior Developer,Computer Science,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Report the information to the competitor,Indecisive,Edit the software to remove the off switch,Does not tell the client about the issue,Inform the customer about the bug,Notify your manager about the request,Indecisive,Indecisive,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,5,5,5,5,5,5,5,4,5,5,5,5,2024-03-21 21:10:46,,2024-03-21 21:24:17,0 days 00:13:31,control
pow3jd15lykssewa1pow3jd15bozr1s3,18-24,Junior Developer,Computer Engineering,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Indecisive,Refuse the advertising company's offer,Edit the software to remove the off switch,Indecisive,Inform the customer about the bug,Notify your manager about the request,Tell the president that you will not discuss the matter,Indecisive,Tell John about the situation before the meeting,"Since the decision making is not yours, you deliver the model as approved",Indecisive,"Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",You take no responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,3,4,4,4,4,5,4,4,5,5,5,3,2024-03-21 01:17:32,,2024-03-21 01:42:56,0 days 00:25:24,control
p8jh5nnlwt866ipi85c8gyp8jh5nn4tr,25-34,Student,Computer Science,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Say nothing about the bug to the competitor,Refuse the advertising company's offer,Edit the software to remove the off switch,Informs the customer about the issue,Don't tell the customer about the bug,Accept the client's work,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",You take no responsibility for the accident,"Refuse to collect the additional data, citing privacy concerns and potential backlash from the public",3,5,4,4,4,5,5,5,2,1,1,5,2024-03-19 13:56:17,,2024-03-19 14:14:03,0 days 00:17:46,control
kyet8a8wjsq8kyeavzceuru2rc3ybdav,25-34,Mid-Level Developer,Software Engineering,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,Edit the software to remove the off switch,Informs the customer about the issue,Inform the customer about the bug,Notify your manager about the request,Tell the president that you will not discuss the matter,Disclose the information to the customer,Indecisive,Evidence a lack of accuracy in presenting the model on its own,Indecisive,"Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,5,4,5,5,4,5,4,5,5,4,5,2024-03-18 23:39:35,,2024-03-18 23:56:44,0 days 00:17:09,control
rjd5t2omf4za9yjtkrjd5t2qae8bmsre,18-24,Mid-Level Developer,Information Systems,Female,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Indecisive,Refuse the advertising company's offer,Edit the software to remove the off switch,Indecisive,Don't tell the customer about the bug,Notify your manager about the request,Indecisive,Disclose the information to the customer,Indecisive,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population",Indecisive,You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,5,5,5,5,4,5,5,5,5,4,5,2024-03-17 02:16:29,,2024-03-17 02:31:23,0 days 00:14:54,control
t6n02mwyunhms6dzaejyct6n02mw49z4,18-24,Student,,Female,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Say nothing about the bug to the competitor,Indecisive,"Do nothing, allowing the switch to remain operative",Informs the customer about the issue,Don't tell the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Disclose the information to the customer,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,Indecisive,"Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,2,5,5,5,4,4,5,4,3,4,4,4,2024-03-17 00:42:25,,2024-03-17 01:15:31,0 days 00:33:06,control
fh7vud3yzpvg6o8xufh7vud3c3oaciwv,55-64,Student,Information Systems,Female,Begin development of the test detection software,Download the data onto a personal hard drive so you can continue development at home,Report the information to the competitor,Indecisive,"Do nothing, allowing the switch to remain operative",Informs the customer about the issue,Don't tell the customer about the bug,Notify your manager about the request,Tell the president that you will not discuss the matter,Not revealing the information to the customer,Tell John about the situation before the meeting,"Since the decision making is not yours, you deliver the model as approved","Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,"Refuse to collect the additional data, citing privacy concerns and potential backlash from the public",3,5,5,5,5,5,5,5,5,5,5,5,2024-03-17 00:25:30,,2024-03-17 00:54:08,0 days 00:28:38,control
ug8ytm68fezhkz2bug8ypzczyf5gpysd,18-24,Junior Developer,,Female,Begin development of the test detection software,Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,Indecisive,Informs the customer about the issue,Inform the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",Indecisive,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,5,5,5,4,4,5,4,4,5,4,5,2024-03-16 00:10:12,,2024-03-16 00:41:31,0 days 00:31:19,control
cqm4b2io924sh4xz4afzacqm4b2ivh7s,18-24,Student,,Female,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Indecisive,Sign a contract with the advertising company,Edit the software to remove the off switch,Does not tell the client about the issue,Don't tell the customer about the bug,Accept the client's work,Indecisive,Not revealing the information to the customer,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,3,5,5,5,3,2,4,4,3,2,5,5,2024-03-15 22:37:13,,2024-03-15 22:56:14,0 days 00:19:01,control
m9xtxzx5aubpnrbdm9xtx7m68zy3me6e,18-24,Mid-Level Developer,Software Engineering,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Say nothing about the bug to the competitor,Sign a contract with the advertising company,Edit the software to remove the off switch,Does not tell the client about the issue,Don't tell the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Not tell John about the situation before the meeting,"Since the decision making is not yours, you deliver the model as approved","Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,5,5,4,4,4,4,4,4,3,5,4,2024-03-15 22:25:07,,2024-03-15 22:54:54,0 days 00:29:47,control
xpt29hunpznsuzd94pxpt2mitogwsknj,18-24,Intern,Software Engineering,Female,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Say nothing about the bug to the competitor,Indecisive,Edit the software to remove the off switch,Does not tell the client about the issue,Don't tell the customer about the bug,Accept the client's work,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Tell John about the situation before the meeting,"Since the decision making is not yours, you deliver the model as approved","Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,5,4,4,4,5,4,4,4,4,5,5,2024-03-15 21:44:46,,2024-03-15 22:18:11,0 days 00:33:25,control
rl3830x4tdiszb494qrinrl38313l1kj,35-44,Student,Computer Science,Female,Indecisive,Stay at work longer in order to continue development,Say nothing about the bug to the competitor,Refuse the advertising company's offer,Edit the software to remove the off switch,Does not tell the client about the issue,Don't tell the customer about the bug,Accept the client's work,Meet with the president knowing the purpose of the discussion,Not revealing the information to the customer,Indecisive,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",Indecisive,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,5,5,5,5,4,4,5,4,4,4,5,2024-03-15 20:42:33,,2024-03-15 21:18:57,0 days 00:36:24,control
o3skhpa2sfbydkd1go3skh32l2ppdifx,18-24,Student,,Female,"Wait until the technology is available, without test detection software, and risk being beaten to market",Download the data onto a personal hard drive so you can continue development at home,Report the information to the competitor,Refuse the advertising company's offer,"Do nothing, allowing the switch to remain operative",Does not tell the client about the issue,Don't tell the customer about the bug,Accept the client's work,Meet with the president knowing the purpose of the discussion,Indecisive,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,3,5,4,5,5,4,5,4,5,4,4,4,2024-03-15 20:32:30,,2024-03-15 20:43:28,0 days 00:10:58,control
l37pfuhxrw95hl3odoi367on5j08680h,18-24,Intern,Information Systems,Female,Begin development of the test detection software,Stay at work longer in order to continue development,Say nothing about the bug to the competitor,Refuse the advertising company's offer,Edit the software to remove the off switch,Does not tell the client about the issue,Don't tell the customer about the bug,Accept the client's work,Indecisive,Not revealing the information to the customer,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,"Refuse to collect the additional data, citing privacy concerns and potential backlash from the public",1,5,5,4,5,2,5,5,5,3,4,4,2024-03-15 20:29:54,,2024-03-15 21:20:13,0 days 00:50:19,control
crrcg2qrf7lrznz8xcrrcg2zqyq8dcmz,25-34,Junior Developer,,Female,Indecisive,Stay at work longer in order to continue development,Report the information to the competitor,Sign a contract with the advertising company,Edit the software to remove the off switch,Informs the customer about the issue,Don't tell the customer about the bug,Accept the client's work,Meet with the president knowing the purpose of the discussion,Indecisive,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,4,5,5,4,4,5,5,4,4,4,4,2024-03-15 19:02:13,,2024-03-15 19:23:13,0 days 00:21:00,control
bj8x5ub1ufh5w2xnbj8xecdm5fa9m965,18-24,Mid-Level Developer,Computer Science,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Say nothing about the bug to the competitor,Sign a contract with the advertising company,"Do nothing, allowing the switch to remain operative",Informs the customer about the issue,Inform the customer about the bug,Notify your manager about the request,Tell the president that you will not discuss the matter,Not revealing the information to the customer,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,5,5,5,4,4,5,5,4,5,5,4,2024-03-15 18:31:09,,2024-03-15 18:53:28,0 days 00:22:19,control
423aew3gzinwuls6423aha1s89f9nh4p,25-34,Junior Developer,,Male,"Wait until the technology is available, without test detection software, and risk being beaten to market",Stay at work longer in order to continue development,Report the information to the competitor,Refuse the advertising company's offer,Edit the software to remove the off switch,Informs the customer about the issue,Inform the customer about the bug,Notify your manager about the request,Tell the president that you will not discuss the matter,Indecisive,Not tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Does not develop the model, since, even though it will help mankind considerably, it may incur life risks for a small portion of the population","Proposes that the upgrade of the encryption protocol (SHA1 to SHA 256) be done during the next month, without this being disclosed to the clinic's clients",Indecisive,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,5,5,5,4,4,4,4,5,4,3,4,3,2024-03-15 18:17:58,,2024-03-15 19:13:35,0 days 00:55:37,control
f8i7b15xbci99q1vgodtf8i7b15igonh,18-24,Student,Software Engineering,Male,Begin development of the test detection software,Stay at work longer in order to continue development,Report the information to the competitor,Sign a contract with the advertising company,"Do nothing, allowing the switch to remain operative",Informs the customer about the issue,Don't tell the customer about the bug,Notify your manager about the request,Meet with the president knowing the purpose of the discussion,Disclose the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,"Develop the model, since it will help millions of people and the number of individuals harmed would be less","Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,4,4,5,5,5,5,5,5,5,5,5,5,2024-03-15 18:07:01,,2024-03-15 18:19:26,0 days 00:12:25,control
35yp5qwmw5v0esoqsiw35yp5b5rswkit,18-24,Mid-Level Developer,,Female,Begin development of the test detection software,Stay at work longer in order to continue development,Indecisive,Refuse the advertising company's offer,Indecisive,Informs the customer about the issue,Don't tell the customer about the bug,Indecisive,Tell the president that you will not discuss the matter,Not revealing the information to the customer,Tell John about the situation before the meeting,Evidence a lack of accuracy in presenting the model on its own,Indecisive,"Advises that those in charge of the clinic notify their clients, and temporarily remove their application from the air",You decide to take responsibility for the accident,Advocate for transparently informing the users about the additional data collection and asking for their explicit consent,3,5,4,4,4,4,4,4,3,4,4,4,2024-03-15 17:23:01,,2024-03-15 17:45:02,0 days 00:22:01,control
